"Timestamp","Temperature"
28560,1
28561,1
28561,1
28561,1
28562,1
28562,1
28563,1
28563,1
28564,1
28564,1
28565,1
28565,1
28566,1
28566,1
28567,1
28567,1
28568,1
28568,1
28569,1
28569,1
28570,1
28570,1
28571,1
28571,1
28571,1
28572,1
28572,1
28573,1
28573,1
28574,1
28574,1
28575,1
28575,1
28576,1
28576,1
28577,1
28577,1
28578,1
28578,1
28579,1
28579,1
28580,1
28580,1
28581,1
28581,1
28582,1
28582,1
28582,1
28583,1
28583,1
28584,1
28584,1
28585,1
28585,1
28586,1
28586,1
28587,1
28587,1
28588,1
28588,1
28589,1
28589,1
28590,1
28590,1
28591,1
28591,1
28592,1
28592,1
28592,1
28593,1
28593,1
28594,1
28594,1
28595,1
28595,1
28596,1
28596,1
28597,1
28597,1
28598,1
28598,1
28599,1
28599,1
28600,1
28600,1
28601,1
28601,1
28602,1
28602,1
28603,1
28603,1
28603,1
28604,1
28604,1
28605,1
28605,1
28606,1
28606,1
28607,1
28607,1
28608,1
28608,1
28609,1
28609,1
28610,1
28610,1
28611,1
28611,1
28612,1
28612,1
28613,1
28613,1
28613,1
28614,1
28614,1
28615,1
28615,1
28616,1
28616,1
28617,1
28617,1
28618,1
28618,1
28619,1
28619,1
28620,1
28620,1
28621,1
28621,1
28622,1
28622,1
28623,1
28623,1
28624,1
28624,1
28624,1
28625,1
28625,1
28626,1
28626,1
28627,1
28627,1
28628,1
28628,1
28629,1
28629,1
28630,1
28630,1
28631,1
28631,1
28632,1
28632,1
28633,1
28633,1
28634,1
28634,1
28634,1
28635,1
28635,1
28636,1
28636,1
28637,1
28637,1
28638,1
28638,1
28639,1
28639,1
28640,1
28640,1
28641,1
28641,1
28642,1
28642,1
28643,1
28643,1
28644,1
28644,1
28645,1
28645,1
28645,1
28646,1
28646,1
